TeacherExp,SchoolID,TestScore,SmallClass,Boy,FreeLunch
14,73,966,0,0,0
8,41,945,1,1,0
10,1,907,0,1,0
6,50,953,1,0,1
15,65,864,1,0,1
6,16,785,0,1,1
5,64,887,0,1,0
15,26,815,0,0,1
6,26,922,0,1,1
8,78,826,0,1,0
"first year teacher",67,892,0,1,1
1,26,787,1,1,1
3,56,886,0,0,0
15,41,952,0,1,0
"first year teacher",4,935,1,0,0
9,65,911,0,0,0
13,48,914,0,1,1
6,69,1056,1,0,0
13,11,1057,0,0,0
6,19,956,1,1,0
10,68,877,0,1,1
13,76,851,0,1,0
6,71,1019,1,1,0
9,3,881,0,0,0
5,51,931,0,0,0
4,13,926,1,0,1
12,45,839,0,0,1
8,57,833,0,1,0
27,70,842,0,1,1
13,38,855,0,0,1
12,79,970,0,0,0
1,26,869,1,1,1
8,57,896,1,1,0
14,32,831,1,1,1
17,29,927,0,0,1
11,27,893,1,0,1
8,4,866,0,0,0
3,32,742,0,1,1
20,3,952,0,0,0
7,63,1136,0,0,0
3,7,826,0,0,1
5,34,931,0,1,0
13,8,877,0,0,0
4,13,1206,1,1,0
3,58,851,0,0,0
13,76,953,0,0,0
4,13,937,1,0,1
14,9,933,1,1,1
1,37,832,1,1,1
6,71,859,1,0,0
1,73,861,1,0,1
4,62,807,0,0,1
21,15,857,1,0,1
3,22,1073,1,0,1
3,22,1079,1,0,1
6,71,934,0,0,0
15,26,882,0,0,0
2,76,1043,0,0,0
22,76,957,1,1,0
15,51,992,1,0,0
8,5,1094,1,0,0
8,57,900,0,0,0
12,50,1024,0,1,0
8,74,1007,0,1,0
15,26,946,0,1,1
13,56,770,0,1,1
6,71,816,0,0,1
3,53,859,0,1,0
1,21,948,0,1,0
7,54,924,0,0,0
6,33,727,0,1,1
12,10,1015,1,0,0
6,31,925,1,1,1
"first year teacher",37,900,0,0,0
11,64,1073,0,0,0
8,16,862,0,1,1
5,29,859,0,0,1
16,62,834,0,1,1
14,21,928,1,1,0
14,42,1066,0,0,0
13,37,987,1,0,0
11,11,956,0,1,0
9,1,933,0,1,0
2,32,952,0,1,1
"first year teacher",27,870,0,1,1
13,67,931,0,1,0
8,59,878,0,0,0
15,21,957,0,0,1
8,5,870,0,0,1
9,3,874,1,1,0
16,69,979,0,1,0
1,76,873,0,1,0
6,69,884,1,1,1
7,4,877,0,1,0
3,42,939,0,1,0
19,64,961,1,1,0
5,33,931,0,1,1
5,51,1108,0,0,0
8,5,841,0,1,0
13,9,989,1,1,1
7,22,971,0,0,1
19,73,1053,0,1,1
21,56,1253,1,0,0
14,33,854,1,1,1
13,66,854,0,1,1
3,7,954,0,0,0
10,70,881,0,0,1
12,35,876,0,1,0
8,3,877,0,0,1
12,2,809,1,0,1
21,20,989,1,1,1
13,79,1042,0,1,0
14,9,909,0,1,0
12,50,1086,1,0,0
3,58,934,0,0,0
3,58,950,0,0,0
21,15,934,1,0,1
1,14,900,0,0,1
11,11,921,0,1,0
10,18,785,1,1,1
18,41,962,1,0,0
7,63,938,0,0,0
3,58,1007,0,0,0
8,78,896,0,0,0
20,64,799,0,0,1
"first year teacher",59,954,0,0,0
1,21,989,0,1,1
1,60,1105,1,0,0
1,14,870,0,1,1
12,34,881,1,1,1
10,30,921,0,0,0
6,19,866,0,1,1
21,23,1073,0,1,0
8,5,881,0,0,1
20,27,924,0,1,1
11,51,912,0,1,0
6,71,981,1,0,1
21,56,1033,1,0,1
5,21,991,0,1,1
18,25,866,0,1,0
10,28,849,0,1,1
6,26,852,0,1,1
7,56,781,0,0,1
6,27,1031,0,1,1
2,34,914,1,1,1
6,19,798,0,1,1
13,54,934,0,0,1
5,29,943,1,1,1
12,35,928,0,0,0
6,71,862,1,1,0
16,41,907,0,1,0
11,37,908,0,0,0
17,16,920,0,0,1
24,30,1140,0,0,1
8,9,874,0,1,0
8,78,943,0,0,0
5,17,1017,1,1,0
19,64,1139,1,0,0
13,74,902,0,0,0
12,8,975,0,1,1
13,66,884,0,0,1
8,61,861,0,0,0
2,39,927,1,1,1
9,53,908,1,1,1
12,50,899,1,0,1
12,27,1024,0,0,1
12,8,842,0,0,1
9,3,847,0,1,1
15,7,925,0,1,1
8,38,973,0,1,1
8,66,858,0,1,0
14,59,1028,1,0,0
8,5,925,0,1,0
21,15,911,1,0,0
1,14,939,0,1,0
6,24,809,0,0,1
5,79,918,1,0,0
2,16,870,1,0,1
11,6,883,0,1,1
7,56,823,0,1,0
12,34,930,1,0,1
10,18,862,0,0,1
8,58,976,1,1,0
2,19,825,1,0,1
8,16,821,0,1,1
3,43,906,0,0,0
13,48,1043,0,0,0
13,55,794,0,1,1
13,56,796,0,0,0
14,70,972,0,1,0
2,40,862,0,1,1
3,10,1048,0,0,0
7,22,870,0,1,1
3,28,897,1,0,1
16,62,978,0,1,0
13,8,908,1,0,0
13,66,952,0,0,0
13,75,1018,0,0,0
21,15,873,1,1,1
12,8,898,0,1,1
8,9,933,0,0,0
5,29,880,1,0,1
5,29,993,1,0,0
19,73,1022,0,1,1
2,28,812,1,0,1
"first year teacher",23,978,1,0,1
13,75,1052,0,0,0
"first year teacher",59,949,0,1,0
8,57,945,0,0,0
7,61,908,1,1,0
8,5,840,0,0,1
4,20,878,0,0,1
10,72,873,0,1,1
10,27,934,0,0,1
2,25,921,0,0,1
12,25,872,1,0,1
7,63,981,1,1,1
12,15,926,1,1,1
12,8,915,0,1,1
16,68,1069,0,0,0
20,23,1164,0,0,0
24,30,1066,0,1,1
14,52,891,1,0,1
8,28,912,1,0,0
15,41,1056,0,0,0
6,27,1063,0,0,1
3,58,889,0,1,0
1,16,851,1,1,1
1,22,858,0,0,1
22,76,829,1,0,0
13,8,834,1,1,0
13,51,980,0,0,0
2,19,939,1,1,1
20,12,896,0,0,1
10,66,900,1,1,0
15,43,888,1,0,1
14,36,947,0,1,0
7,63,984,1,0,0
"first year teacher",46,848,0,0,0
7,28,1148,0,0,1
12,15,899,1,0,1
2,32,826,0,0,1
15,36,983,0,0,0
16,51,960,1,0,0
1,26,901,1,1,1
11,27,896,1,1,1
17,2,863,0,1,1
24,30,1069,0,0,1
12,35,883,0,1,0
10,72,899,0,0,1
12,79,941,1,0,1
13,14,861,1,1,1
6,63,950,0,0,0
24,44,973,0,1,0
1,14,928,0,0,1
21,40,963,0,1,1
13,11,851,0,1,1
"first year teacher",44,888,0,1,0
1,33,901,1,0,1
8,76,878,1,0,0
1,22,949,0,0,1
4,48,942,0,0,0
7,36,1043,1,1,0
6,13,980,0,0,0
8,5,866,0,1,0
10,1,881,0,0,0
2,40,986,0,1,1
12,8,886,0,1,1
5,28,905,0,1,1
1,6,861,0,0,1
11,45,795,0,0,1
13,76,1065,0,0,0
6,69,975,0,0,0
5,9,944,0,0,0
1,19,976,0,1,1
12,46,1004,0,0,0
4,20,876,0,0,1
5,39,959,0,1,1
11,75,927,0,1,0
7,56,857,0,0,0
"first year teacher",59,1010,0,0,0
11,23,900,1,0,1
15,66,949,1,1,1
9,18,846,0,1,0
2,39,973,1,0,0
13,24,889,1,0,0
12,51,960,0,0,1
15,26,856,0,0,1
15,47,1139,0,0,0
4,39,939,0,1,1
15,36,932,0,0,0
11,11,1005,0,0,1
22,33,884,0,0,1
5,47,912,0,1,0
12,10,1082,1,1,0
11,11,1012,1,1,0
13,38,832,0,1,1
8,8,921,1,0,0
6,28,943,1,1,1
10,68,937,0,0,0
7,4,848,0,1,0
4,63,1072,1,1,0
13,74,895,0,1,0
9,3,945,0,0,1
"first year teacher",27,933,0,0,1
12,10,889,0,1,0
11,11,1043,0,1,0
12,54,918,1,0,0
13,55,841,0,0,0
13,51,945,0,0,0
5,47,916,0,0,0
15,51,1144,1,1,0
13,54,998,0,0,0
3,10,948,0,1,0
11,45,796,0,1,1
20,64,980,0,0,0
2,32,931,0,0,1
11,51,939,0,0,0
1,21,963,0,0,0
12,27,882,0,0,1
14,1,971,1,1,0
13,56,849,0,1,0
17,36,873,1,0,1
2,71,871,0,1,1
3,10,923,0,1,0
4,39,962,0,0,1
14,74,1043,1,0,0
13,8,948,0,0,0
3,56,814,0,1,0
9,28,891,0,1,1
17,16,868,0,1,1
20,3,933,0,0,0
17,34,875,0,1,0
17,43,964,0,0,0
13,51,890,0,1,1
7,63,1073,0,1,0
6,71,933,0,1,0
15,55,829,1,0,0
6,50,957,1,0,1
7,36,967,1,0,0
17,58,912,0,1,0
9,1,847,0,1,1
13,54,916,0,1,0
5,64,884,0,1,1
3,44,1068,1,0,1
8,5,880,0,1,0
8,38,852,0,0,1
5,37,980,0,1,1
"first year teacher",19,1006,0,1,1
12,2,831,1,1,1
10,42,953,1,0,0
10,30,1072,0,1,1
12,20,825,0,1,1
17,34,902,0,1,0
5,21,846,0,1,0
4,63,992,1,1,1
12,79,965,0,1,0
15,36,823,0,1,1
7,28,896,0,1,1
3,32,779,0,1,1
12,8,930,0,0,1
13,74,904,0,0,0
11,64,944,0,0,0
11,11,1098,1,0,1
1,33,839,1,1,1
15,47,987,0,1,0
18,25,903,0,1,1
4,80,870,0,1,1
13,50,895,0,1,1
13,55,921,0,1,0
5,17,820,1,0,0
1,16,967,1,0,1
5,1,950,0,1,0
12,8,919,0,0,0
13,56,816,0,1,1
11,37,1007,0,1,1
9,7,989,0,1,1
11,47,859,1,0,0
13,37,1074,1,0,0
6,13,913,0,1,1
8,8,906,1,1,0
10,66,888,1,1,0
21,48,952,1,0,0
5,24,970,1,0,0
6,27,842,0,0,1
3,78,917,0,0,0
8,5,886,0,1,0
14,1,1008,1,0,0
10,1,871,0,0,0
5,1,942,0,1,1
14,36,936,0,1,0
9,18,961,0,1,0
12,20,891,0,1,0
10,18,847,1,1,1
13,8,928,0,1,0
4,62,885,0,0,0
9,1,953,0,1,0
5,47,922,0,0,0
6,63,971,0,0,0
2,73,909,1,1,1
3,58,971,0,1,0
12,65,949,0,1,1
12,35,796,0,1,1
18,52,1015,0,0,0
13,80,902,0,0,0
12,34,802,1,0,1
1,16,933,1,0,1
14,59,1000,1,0,1
3,32,777,0,1,1
2,25,883,0,0,1
11,31,976,0,1,1
11,75,887,0,1,0
15,51,976,1,0,1
9,3,951,1,1,1
15,51,1047,1,0,0
12,10,1073,1,1,0
6,13,940,0,0,1
8,78,868,1,0,1
13,60,889,0,0,0
8,41,921,1,1,0
9,18,871,0,1,0
3,7,816,0,0,1
20,12,1015,0,1,0
2,39,883,1,0,1
8,66,886,0,1,0
6,31,896,1,1,1
18,25,981,0,0,1
12,72,867,0,1,1
9,7,961,0,0,1
16,22,868,0,0,1
"first year teacher",31,841,0,1,1
12,54,845,1,1,0
21,56,860,1,1,0
3,44,920,1,0,0
6,50,747,1,0,1
11,15,952,0,0,1
11,37,963,0,1,1
18,25,856,0,0,0
3,53,806,0,0,0
7,28,945,0,1,1
13,74,828,0,0,1
8,49,997,1,1,1
14,42,963,0,1,0
14,36,886,0,1,0
15,7,879,0,1,0
6,16,834,0,0,1
4,80,837,0,1,1
9,3,964,0,0,0
6,2,882,0,1,0
11,31,995,0,1,1
5,64,863,0,1,1
11,49,972,0,1,0
2,25,917,0,1,1
1,37,861,1,1,0
4,13,1024,1,1,0
8,72,972,0,0,0
8,4,923,0,0,0
5,60,918,0,1,1
8,5,831,0,1,1
12,52,1156,0,0,0
13,11,1105,0,1,0
13,66,879,0,1,0
6,26,897,0,0,1
12,79,903,1,1,0
"first year teacher",46,852,0,1,0
4,80,874,0,1,1
20,3,928,0,0,1
21,23,948,0,0,0
9,53,909,0,1,0
12,50,914,0,0,0
11,61,928,1,1,0
3,78,931,0,1,0
10,68,1090,0,1,0
8,4,869,0,0,0
11,64,1156,0,1,0
5,29,957,1,0,1
11,37,1019,0,0,0
17,2,873,0,1,1
15,66,919,1,1,0
1,23,948,0,0,1
2,32,868,0,1,1
2,32,825,0,0,1
20,17,924,1,0,0
10,51,926,1,1,0
6,71,842,0,0,0
14,59,990,1,1,0
17,43,919,0,1,0
"first year teacher",44,865,0,0,1
16,69,949,0,1,0
6,63,858,0,0,0
11,23,1014,1,1,0
21,56,955,1,1,1
12,8,877,0,0,1
11,6,996,0,0,1
"first year teacher",67,900,0,1,1
8,74,978,0,1,1
1,37,981,1,0,0
18,52,896,0,0,0
12,46,916,0,0,0
2,71,923,0,0,0
6,39,805,1,1,1
6,26,873,0,1,1
9,28,862,0,0,0
19,64,886,1,1,1
1,23,944,0,0,1
3,32,780,0,1,1
15,26,812,0,0,0
2,32,913,0,0,1
3,32,808,0,1,1
12,35,898,0,0,1
"first year teacher",4,846,1,0,0
15,26,923,0,0,1
13,55,944,0,1,1
13,50,878,0,1,0
16,72,1010,1,1,1
19,73,1140,0,0,0
13,66,1042,0,0,0
7,63,1048,1,0,0
12,2,841,1,1,1
3,66,863,0,1,0
8,38,1156,0,1,0
"first year teacher",23,1007,1,1,0
3,56,857,0,0,1
16,22,895,0,0,1
10,28,848,0,1,1
8,38,821,0,1,1
1,37,874,1,1,0
12,12,914,0,0,0
24,44,998,0,0,1
15,21,924,0,1,1
8,49,978,1,0,0
3,32,886,0,1,1
12,25,950,1,0,1
12,27,1019,0,1,1
6,26,919,0,0,1
5,37,892,0,1,0
3,15,887,0,1,1
1,19,829,0,1,1
11,22,826,0,0,1
7,63,939,0,0,0
16,22,923,0,0,0
13,8,944,0,1,0
9,3,846,0,0,0
8,8,953,1,0,0
6,13,1052,0,1,0
13,55,947,0,0,1
12,34,969,1,0,0
1,19,869,0,1,1
4,7,1031,1,0,0
5,35,885,1,1,1
2,19,878,1,0,1
3,58,914,0,0,0
20,3,923,0,0,1
14,36,941,0,1,0
12,74,861,1,1,1
14,32,815,1,1,1
27,70,969,0,0,1
7,28,943,0,0,1
4,39,929,0,0,1
24,30,1071,0,0,1
8,16,834,0,1,1
9,18,816,0,1,1
15,70,1015,1,1,1
8,78,1010,1,1,0
6,33,752,0,1,1
8,5,929,1,0,0
12,79,886,0,0,0
12,45,790,0,1,1
14,9,944,0,0,1
9,18,918,0,1,0
6,13,1022,0,0,0
5,79,917,1,0,1
11,22,962,0,0,1
5,29,1031,1,0,1
16,51,1019,1,0,0
8,70,802,1,0,0
10,18,910,0,0,1
"first year teacher",19,979,0,1,1
11,51,902,0,1,0
8,58,978,1,0,0
12,6,863,1,0,1
6,63,954,0,0,1
16,69,940,0,0,1
16,41,981,0,1,0
5,33,864,0,0,1
14,70,872,0,1,1
8,17,942,0,0,0
12,12,949,0,1,0
13,56,876,0,0,0
8,9,917,0,0,0
3,53,876,0,0,1
11,45,783,0,0,1
3,15,934,0,1,1
13,54,994,0,0,0
15,47,925,0,1,0
8,78,883,0,1,1
10,24,834,0,0,1
"first year teacher",27,874,0,1,1
3,7,870,0,1,0
7,4,846,0,1,1
20,27,874,0,1,1
21,40,941,0,0,0
1,33,833,1,1,1
14,42,1027,0,1,0
14,33,887,1,0,1
3,15,908,0,0,1
10,63,1037,0,0,0
6,13,931,0,1,0
11,64,919,0,0,0
6,68,1018,1,0,0
14,70,880,0,0,1
1,20,846,0,1,0
6,16,802,0,1,0
18,41,940,1,0,0
17,58,939,0,0,0
"first year teacher",46,926,0,1,0
8,57,929,0,1,0
11,6,948,0,0,0
7,61,894,1,0,0
15,41,964,0,1,0
9,65,918,0,1,0
1,21,923,0,1,1
11,6,873,0,1,0
2,19,911,1,1,1
1,32,856,1,1,1
4,80,1102,0,0,0
10,18,846,0,0,1
11,15,872,0,0,1
5,34,885,0,1,0
12,79,921,0,1,0
6,7,922,1,1,0
12,34,876,1,0,0
9,28,911,0,0,1
7,4,912,0,0,0
16,22,901,0,0,1
6,63,888,0,1,0
4,62,875,0,0,1
17,34,950,0,0,0
2,25,899,0,1,1
15,7,988,0,0,0
9,18,852,0,1,0
"first year teacher",67,1171,0,0,0
14,33,915,1,0,1
20,3,989,0,1,0
5,51,808,0,0,0
16,41,979,0,0,1
2,19,862,1,0,1
9,1,954,0,1,0
14,32,909,1,1,1
13,79,947,0,1,0
20,17,902,1,0,0
5,64,915,0,1,0
14,70,862,0,0,1
2,28,862,1,1,1
1,6,929,0,0,0
16,62,911,0,1,0
16,69,987,0,0,1
12,25,986,1,1,0
10,27,879,0,0,1
5,51,905,0,1,0
9,18,920,0,0,0
2,40,1017,0,0,1
3,32,798,0,0,1
20,17,942,1,0,0
8,57,882,0,1,0
13,51,895,0,0,0
14,9,982,0,1,0
2,39,832,1,1,1
12,80,1046,1,0,0
12,27,997,0,0,1
11,9,911,0,0,0
6,13,895,0,0,0
8,74,895,0,1,0
5,39,879,0,1,1
1,20,857,0,1,1
12,65,950,0,0,0
6,2,837,0,1,1
2,16,845,1,0,1
14,33,894,1,0,1
8,38,940,0,1,1
2,25,1006,0,0,0
12,20,877,0,0,1
6,28,922,1,1,1
13,56,881,0,0,1
12,27,1003,0,1,1
9,18,917,0,0,0
3,58,925,0,1,0
13,8,900,0,1,0
2,73,915,1,0,0
11,11,871,0,0,1
8,5,863,0,1,1
8,66,952,0,0,0
14,70,906,0,1,1
17,29,877,0,1,1
6,16,851,0,0,1
12,63,917,0,1,1
10,72,993,0,1,1
10,68,971,0,1,0
10,51,945,1,1,0
8,3,908,0,1,0
16,41,1171,0,1,0
15,7,1051,0,0,0
6,24,971,0,1,0
14,74,852,1,0,1
9,28,894,0,1,1
6,71,889,0,1,0
9,53,902,1,0,1
13,8,889,0,0,1
9,3,867,0,0,1
13,48,887,0,1,0
2,30,998,1,1,0
17,43,910,0,0,0
9,65,1031,0,0,0
"first year teacher",46,950,0,0,0
11,22,951,0,1,1
1,33,907,1,0,1
12,12,901,0,0,1
8,3,990,0,1,0
5,58,928,1,1,0
20,23,1106,0,0,0
12,52,1002,0,1,0
11,9,898,0,1,0
4,63,1083,1,0,0
"first year teacher",32,851,0,1,1
8,9,905,0,1,0
6,26,845,0,1,1
4,63,996,1,0,0
8,16,783,0,1,1
8,66,904,0,1,1
19,64,909,1,1,1
15,70,955,1,1,1
7,63,832,0,1,0
1,26,913,1,1,0
"first year teacher",37,826,0,1,0
13,9,872,1,1,1
13,50,869,0,1,1
8,28,855,1,1,1
8,76,852,1,1,1
11,11,1028,1,1,0
8,61,948,0,0,0
6,16,881,0,1,1
16,51,1032,1,1,0
12,2,876,1,0,0
19,73,967,0,0,1
20,27,933,0,1,1
13,55,856,0,1,0
1,27,927,1,0,1
"first year teacher",7,1014,0,0,0
7,54,928,0,0,0
5,17,942,1,0,0
8,8,896,1,0,0
3,53,835,0,0,0
15,66,904,1,0,0
12,54,948,1,1,0
13,79,911,0,1,0
13,37,879,1,1,0
16,68,1004,0,0,0
8,3,922,0,1,0
"first year teacher",31,888,0,1,1
13,79,887,0,1,0
14,1,1032,1,1,0
12,45,825,0,1,1
"first year teacher",31,947,0,1,1
13,8,881,0,1,1
1,21,864,0,1,1
14,70,993,0,0,0
5,58,927,1,1,0
19,64,898,1,0,1
10,27,1034,0,0,1
5,79,816,1,1,1
17,34,907,0,0,0
5,35,916,1,1,0
15,47,979,0,1,0
21,40,913,0,0,1
5,64,951,0,0,0
2,16,934,1,0,1
5,67,1021,1,0,1
1,19,905,0,1,1
21,20,916,1,0,1
2,32,846,0,1,1
12,10,937,1,0,0
6,68,1017,1,1,0
13,37,956,1,0,0
16,41,907,0,1,0
3,44,949,1,0,1
21,56,807,1,0,1
4,80,878,0,1,0
6,28,943,1,0,1
14,33,874,1,1,0
13,80,825,0,1,1
3,22,1124,1,0,0
21,23,1015,0,1,0
11,45,773,0,1,1
1,19,915,0,1,1
11,31,807,0,0,1
17,29,934,0,1,1
9,22,901,1,1,1
6,71,847,1,1,0
12,74,933,1,1,0
"first year teacher",37,906,0,1,0
22,76,937,1,0,0
13,74,797,0,1,1
11,37,900,0,1,0
15,36,932,0,1,0
1,57,991,1,1,1
11,11,1024,0,0,0
11,61,1041,1,1,0
22,33,928,0,0,1
9,65,1181,0,1,0
17,48,1046,1,1,0
21,23,942,0,1,0
"first year teacher",43,914,1,1,0
27,70,898,0,1,1
5,33,889,0,1,1
14,1,1046,1,0,0
18,52,927,0,1,0
12,8,978,0,0,0
21,15,872,1,0,1
13,60,898,0,1,1
15,55,887,1,1,1
12,45,796,0,1,1
6,69,909,0,1,0
3,78,831,0,1,0
9,18,813,0,1,1
6,31,1019,1,0,1
2,73,882,1,0,1
5,67,933,1,1,0
12,50,962,1,1,1
9,7,1116,0,1,0
7,22,831,0,1,1
1,57,868,1,0,0
5,1,998,0,0,0
12,10,1032,0,1,0
3,32,817,0,1,1
6,69,1109,1,1,0
2,30,994,1,0,0
20,27,839,0,0,1
14,42,768,0,1,0
14,33,857,1,1,1
8,78,810,0,1,0
11,18,859,0,0,1
9,49,920,0,0,1
3,43,896,0,1,0
4,80,963,0,0,0
8,16,930,0,0,1
13,67,986,0,0,0
13,54,968,0,1,0
14,9,1253,1,1,0
7,4,842,0,0,0
22,76,914,1,0,0
20,23,958,0,1,1
8,58,963,1,0,0
1,19,873,0,0,1
12,35,894,0,0,0
3,28,1078,1,0,1
12,52,854,0,0,0
19,64,914,1,0,0
2,40,1071,0,0,1
9,22,907,1,0,1
8,3,951,0,0,0
14,32,965,1,0,1
6,26,889,0,1,1
11,51,841,0,0,0
5,24,906,1,1,1
20,71,859,1,1,0
6,62,918,1,1,0
10,28,933,0,1,1
11,11,969,1,0,1
1,20,991,0,0,0
6,72,1073,1,0,1
14,21,951,1,0,0
17,58,1010,0,1,0
8,17,899,0,0,1
9,18,920,0,1,0
12,8,920,0,0,1
6,71,924,0,1,0
1,14,824,0,1,1
11,15,883,0,1,1
8,17,938,0,1,0
5,29,864,1,1,1
13,50,913,0,1,1
15,36,921,0,0,0
11,75,1034,0,1,0
13,76,1019,0,0,0
8,72,1033,0,0,0
10,63,961,0,1,0
8,5,858,0,0,1
12,54,954,1,0,0
12,20,888,0,1,0
13,50,839,0,0,1
8,5,836,0,0,1
8,28,1076,1,0,0
10,72,942,0,1,0
12,35,861,0,1,1
11,27,950,1,1,1
10,30,1014,0,0,1
11,51,975,0,1,0
"first year teacher",23,1048,1,1,0
5,60,934,0,0,1
12,74,900,1,0,0
8,72,956,0,0,1
5,33,857,0,1,1
9,53,918,0,0,0
6,26,890,0,0,1
7,54,949,0,1,0
6,27,984,0,1,1
14,74,1078,1,1,0
11,47,971,1,0,0
8,57,871,1,0,0
24,30,1062,0,0,1
5,37,891,0,1,1
1,32,887,1,0,1
20,23,988,0,0,0
12,54,918,1,1,1
15,51,955,1,1,0
13,55,864,0,1,0
5,58,970,1,1,0
4,39,1229,0,0,0
6,19,936,0,0,1
6,27,968,0,0,1
18,52,919,0,0,0
8,16,804,0,1,1
20,12,909,0,0,1
3,56,822,1,1,1
10,18,861,0,0,0
11,15,934,0,1,1
2,28,931,1,0,0
16,68,1031,0,1,0
21,56,818,1,1,0
8,76,852,1,1,0
17,48,902,1,0,1
14,36,899,0,1,0
8,8,949,1,0,0
6,13,1116,0,0,1
12,51,955,0,1,0
9,49,952,0,1,0
13,38,802,0,1,1
12,51,939,0,1,0
11,51,949,0,0,0
8,17,902,0,0,1
14,33,936,1,1,1
18,52,1006,0,0,0
8,76,914,1,1,0
11,75,975,0,0,0
8,4,856,0,1,1
6,69,949,0,0,0
"first year teacher",17,956,0,0,0
2,39,931,1,0,0
8,16,834,0,0,1
10,72,948,0,1,1
10,72,915,0,1,1
10,72,850,0,0,0
10,24,898,0,0,1
12,25,878,1,0,0
5,35,1006,1,1,0
1,32,924,1,1,1
4,20,863,0,1,1
6,62,939,1,0,0
5,79,844,1,1,1
16,41,1074,0,1,0
"first year teacher",7,1042,0,0,0
11,27,1036,1,0,0
2,57,886,0,0,0
10,3,936,1,0,1
6,31,899,1,0,1
8,66,856,0,0,0
"first year teacher",44,876,0,1,1
8,78,818,1,0,0
6,19,892,1,0,1
12,79,868,1,0,1
1,19,938,0,1,1
5,34,901,0,1,1
8,38,1007,1,0,0
10,28,884,0,0,1
4,80,976,0,0,0
17,48,1087,1,0,0
6,50,903,1,0,1
8,68,1008,1,0,1
12,51,899,0,1,0
13,8,951,0,0,0
2,71,844,0,1,1
3,66,849,0,1,1
10,68,1000,0,1,0
24,44,906,0,1,0
7,63,983,0,1,0
11,47,872,1,1,0
8,8,949,1,0,0
4,62,930,0,1,0
15,66,897,1,1,1
14,74,1133,1,1,0
7,63,1124,0,0,0
13,50,916,0,1,1
13,9,939,1,1,1
11,61,869,1,1,0
12,52,1101,0,0,0
10,18,873,0,1,1
10,24,868,0,1,0
13,8,947,0,1,0
16,68,1042,0,0,1
16,69,881,0,0,0
8,49,884,1,1,0
5,34,827,0,1,1
5,39,919,0,0,1
8,3,960,0,0,0
14,42,882,0,0,0
21,56,903,1,0,0
7,28,904,0,0,1
16,72,921,1,0,1
3,53,770,0,1,1
13,14,919,1,0,1
8,70,991,1,0,0
13,75,850,0,1,0
8,5,902,1,1,1
7,56,768,0,1,1
2,40,1073,0,0,0
8,66,870,0,0,1
6,7,927,1,1,0
19,64,907,1,1,0
19,64,878,1,0,1
6,27,971,0,1,1
3,44,857,1,1,1
9,3,934,1,0,1
1,20,826,0,1,1
9,22,1046,1,0,1
6,69,837,1,1,1
12,8,973,0,0,1
13,11,1104,0,1,0
11,37,868,0,1,1
18,25,841,0,1,0
12,79,1027,1,0,1
15,26,897,0,0,1
4,35,837,0,1,0
3,66,918,0,0,0
3,7,921,0,0,0
13,60,996,0,1,0
3,22,1164,1,0,1
1,37,956,1,0,0
12,46,936,0,1,0
5,47,865,0,1,1
20,3,901,0,0,1
9,65,936,0,1,0
20,17,911,1,0,0
13,37,966,1,0,0
6,63,878,0,1,1
12,79,852,1,0,1
17,29,912,0,1,1
8,70,1031,1,0,0
13,48,870,0,1,0
16,72,896,1,0,1
17,36,1090,1,0,0
12,50,984,1,1,0
6,71,918,0,1,0
12,10,962,0,0,0
3,66,829,0,0,0
6,71,939,1,0,0
15,43,1030,1,1,0
"first year teacher",59,955,0,0,0
2,32,870,0,1,1
11,15,839,0,0,1
5,33,943,0,0,1
21,20,1004,1,1,0
4,40,911,1,0,0
14,32,831,1,0,1
11,47,842,1,0,1
8,4,892,0,1,0
8,17,907,0,0,1
15,7,954,0,1,0
1,57,887,1,1,0
5,29,999,1,0,1
11,18,867,0,0,1
17,58,970,0,1,0
11,59,811,1,1,1
9,18,860,0,1,0
13,50,1034,0,1,1
9,49,902,0,0,1
4,48,971,0,0,1
12,79,973,0,0,0
8,16,820,0,1,1
5,9,939,0,0,0
6,19,951,0,1,0
6,68,961,1,0,0
8,57,873,1,1,0
12,25,839,1,1,1
13,51,957,0,1,1
6,13,956,0,1,0
4,40,937,1,1,1
"first year teacher",4,901,1,0,1
1,27,897,1,1,1
8,78,849,0,1,0
12,15,900,1,1,1
12,46,906,0,1,0
20,71,952,1,0,0
12,79,848,1,1,1
12,35,847,0,1,1
9,22,947,1,0,0
6,31,937,1,1,1
13,51,924,0,1,0
15,21,929,0,0,0
3,7,906,0,1,1
"first year teacher",31,805,0,0,1
15,7,1054,0,0,0
"first year teacher",46,886,0,1,0
6,13,962,0,0,1
3,44,993,1,0,1
8,4,939,0,0,1
22,33,855,0,1,1
17,34,836,0,0,0
7,63,907,1,0,1
12,51,906,0,0,1
8,8,997,1,1,0
9,3,908,1,0,0
12,2,834,1,0,0
5,64,877,0,0,1
10,1,894,0,0,0
1,33,882,1,1,1
7,28,960,0,0,1
13,80,927,0,1,0
8,74,1141,0,1,0
2,73,848,1,0,0
6,2,861,0,0,1
9,22,824,1,1,1
5,34,931,0,1,0
2,71,905,0,0,0
11,75,887,0,0,0
3,53,849,0,1,0
17,43,871,0,1,0
4,20,1010,0,1,0
2,16,948,1,1,1
"first year teacher",4,890,1,0,0
3,58,1106,0,1,0
8,5,891,0,0,0
11,59,847,1,0,1
12,46,956,0,1,0
